Abscissa	Profile 1
x	y
[]	[]
207.67028	118.85444
208.6687	79.915404
209.66711	50.731963
210.66553	28.873481
211.66394	16.534805
212.66236	14.080568
213.66077	20.054888
214.65919	35.234015
215.6576	55.256855
216.65601	82.061366
217.65443	115.18502
218.65284	152.57511
219.65126	189.06913
220.64967	229.80089
221.64809	268.58144
222.6465	303.58135
223.64492	336.03879
224.64333	363.62011
225.64175	389.1666
226.64016	406.00863
227.63858	418.41088
228.63699	421.38413
229.63541	419.83329
230.63382	413.56579
231.63224	397.51276
232.63065	382.58971
233.62907	357.60443
234.62748	330.63431
235.6259	301.68787
236.62431	268.68939
237.62273	239.32359
238.62114	206.34452
239.61956	178.48085
240.61797	149.25255
241.61639	123.34267
242.6148	102.28933
243.61321	82.145456
244.61163	65.251264
245.61004	51.133641
246.60846	41.704495
247.60687	34.537875
248.60529	29.71805
249.6037	27.523998
250.60212	27.301386
251.60053	28.428281
252.59895	31.164576
253.59736	34.244618
254.59578	37.248958
255.59419	40.698585
256.59261	44.38298
257.59102	47.345651
258.58944	48.861472
259.58785	50.873993
260.58627	51.435025
261.58468	50.265889
262.5831	49.602068
263.58151	47.563866
264.57993	45.155039
265.57834	42.057657
266.57676	39.064506
267.57517	36.007277
268.57359	32.593558
269.572	29.994723
270.57041	26.789854
271.56883	23.954223
272.56724	21.946808
273.56566	20.066093
274.56407	19.054442
275.56249	17.98262
276.5609	17.022427
277.55932	17.01017
278.55773	16.993346
279.55615	15.97996
280.55456	16.933024
281.55298	15.950562
282.55139	15.925757
283.54981	15.910146
284.54822	15.79652
285.54664	14.86163
286.54505	14.718624
287.54347	14.691741
288.54188	12.96284
289.5403	12.765963
290.53871	12.749437
291.53713	12.476106
292.53554	12.428262
293.53396	12.318041
294.53237	13.359375
295.53079	13.985288
296.5292	15.325288
297.52761	15.792467
298.52603	17.791997
299.52444	19.861993
300.52286	21.300373
301.52127	23.25173
302.51969	25.229669
303.5181	27.218633
304.51652	28.102916
305.51493	29.679571
306.51335	30.078045
307.51176	30.516205
308.51018	31.211058
309.50859	30.456541
310.50701	29.681266
311.50542	27.99311
312.50384	26.584321
313.50225	24.548157
314.50067	22.227077
315.49908	20.974221
316.4975	18.232682
317.49591	16.194167
318.49433	14.135286
319.49274	12.11522
320.49116	10.915014
321.48957	10.086292
322.48799	9.0336914
323.4864	8.9956725
324.48481	8.9996792
325.48323	9.0027836
326.48164	9.8853045
327.48006	11.816169
328.47847	12.840364
329.47689	14.693955
330.4753	15.776779
331.47372	17.573347
332.47213	19.570635
333.47055	20.524406
334.46896	22.440407
335.46738	24.33789
336.46579	24.510867
337.46421	25.470408
338.46262	25.493223
339.46104	25.492976
340.45945	24.717823
341.45787	24.361499
342.45628	23.733755
343.4547	22.700567
344.45311	21.002251
345.45153	19.851256
346.44994	18.833768
347.44836	17.824459
348.44677	16.807897
349.44519	15.795162
350.4436	14.698454
351.44201	14.173761
352.44043	13.61578
353.43884	13.125149
354.43726	12.569866
355.43567	12.101518
356.43409	12.055016
357.4325	12.063417
358.43092	12.105341
359.42933	11.054369
360.42775	11.915338
361.42616	11.420255
362.42458	11.015146
363.42299	11.024811
364.42141	10.323897
365.41982	10.179908
366.41824	10.02482
367.41665	10.037426
368.41507	9.1474973
369.41348	8.9733078
370.4119	9
371.41031	9
372.40873	9
373.40714	8.9993989
374.40556	9.0064937
375.40397	9.0012318
376.40239	8.9970951
377.4008	9.0063403
378.39921	9.0111647
379.39763	8.9828381
380.39604	8.9275465
381.39446	9.7300484
382.39287	9.9845755
383.39129	10.738473
384.3897	10.865271
385.38812	10.813188
386.38653	10.793652
387.38495	10.772881
388.38336	10.787839
389.38178	10.134841
390.38019	10.009133
391.37861	9.4984469
392.37702	9.0528071
393.37544	8.9864669
394.37385	9
395.37227	9
396.37068	9.0210623
397.3691	8.644387
398.36751	8.4912711
399.36593	8.9569233
400.36434	8.9553899
401.36276	9.3570866
402.36117	9.3608302
403.35959	10.203423
404.358	10.394475
405.35642	11.118796
406.35483	12.219861
407.35324	12.645274
408.35166	13.494352
409.35007	14.240854
410.34849	14.571068
411.3469	15.237578
412.34532	15.556237
413.34373	15.525365
414.34215	15.443805
415.34056	15.415454
416.33898	15.385119
417.33739	15.28163
418.33581	14.470141
419.33422	14.087017
420.33264	14.141786
421.33105	13.314776
422.32947	13.03406
423.32788	12.261538
424.3263	11.957871
425.32471	12.039185
426.32313	11.25142
427.32154	10.991248
428.31996	10.240311
429.31837	9.9596298
430.31679	10.022849
431.3152	9.9510796
432.31362	9.3083062
